"","id","coral","algae","turf","soft","cca","simpD","shanH","acro","comp1","comp2","f.biomass","f.biomassT","f.N","f.richness","N.herb","N.carn","FshanH","FsimpD","FsimpD2","fcomp1","fcomp2","Complexity","lat","long","Data","Marine.Park","SectorRegion","Reef","Site","Transect","Zone","Year"
"2204224","Site276 Slope 2 2019",38.3838383838384,5.55555555555556,25.2525252525253,5.55555555555556,21.2121212121212,0.693559556786704,1.25138616146948,0.289473684210526,-0.150049544462251,-0.935324888626428,8579.99903341964,13138.3777818516,122,30,24,5,1.41440382642995,0.608438591776404,0.571889277076055,-0.837605983731001,-0.109201629839362,NA,"","","LTMP","GBR","Sector6","Reef92","Site276","2","Slope",2019
"2204353","Site276 Slope 3 2019",38.1909547738693,2.01005025125628,20.1005025125628,5.52763819095477,26.1306532663317,0.756578947368421,1.57470795025028,0.342105263157895,0.0507750493775533,0.460535230923292,9690.09271256478,40328.0327647632,266,28,62,9,1.30967812052202,0.543614675787212,0.493329187630731,0.980445363836607,-0.610719285488455,NA,"","","LTMP","GBR","Sector6","Reef92","Site276","3","Slope",2019
"2204482","Site276 Slope 4 2019",33.0049261083744,8.3743842364532,24.1379310344828,7.38916256157635,14.2857142857143,0.799732679884161,1.71527659613022,0.432835820895522,0.0726433063077441,1.52023186241342,4426.32953636619,6250.47590966061,155,31,22,9,1.38767637796045,0.641914672216441,0.620853277835588,-0.979635153550653,-0.101701948657763,NA,"","","LTMP","GBR","Sector6","Reef92","Site276","4","Slope",2019
"2204611","Site276 Slope 5 2019",27,4,52.5,5.5,7,0.775720164609053,1.62199912626463,0.259259259259259,-0.0827558384169597,0.245992451366542,2846.82537740646,5776.8023111458,91,20,27,7,1.60546268708908,0.764400434730105,0.709334621422534,-1.1816748641549,-0.189753366638432,NA,"","","LTMP","GBR","Sector6","Reef92","Site276","5","Slope",2019
"2204740","Site274 Slope 1 2021",40.9638554216867,1.60642570281124,45.3815261044177,0,10.4417670682731,0.74163783160323,1.54534992314734,0.343137254901961,-0.417242323344486,0.702529580760948,11329.6012471168,24385.7258371619,304,36,23,17,1.09786581298317,0.468944771468144,0.460050207756233,0.391960992040857,0.710271025372133,3.5,"","","LTMP","GBR","Sector6","Reef92","Site274","1","Slope",2021
"2204869","Site274 Slope 2 2021",35.377358490566,3.77358490566038,39.622641509434,1.41509433962264,15.0943396226415,0.72,1.39934637351574,0.44,1.02859061276996,-0.42593500094981,14620.1753299216,21178.9718074859,229,32,28,11,1.19507451672963,0.490913598138861,0.468984191758357,-0.0325708391365293,-0.116771332326779,3.5,"","","LTMP","GBR","Sector6","Reef92","Site274","2","Slope",2021
"2204998","Site274 Slope 3 2021",43.7185929648241,3.01507537688442,41.2060301507538,1.00502512562814,7.53768844221105,0.697582243361078,1.33827640953809,0.264367816091954,-0.00248885364665998,-0.45677449371514,9811.71083747825,18518.657194033,430,36,35,18,0.824420386573839,0.317836668469443,0.308274743104381,0.691981058771321,-0.224898922700038,3.5,"","","LTMP","GBR","Sector6","Reef92","Site274","3","Slope",2021
"2205127","Site274 Slope 4 2021",43.3497536945813,2.46305418719212,32.512315270936,2.46305418719212,18.2266009852217,0.683626033057851,1.41413582684498,0.545454545454545,1.24028147112759,0.343651897629846,14399.9849708321,19728.51465523,212,30,40,14,1.42395063558012,0.590201139195443,0.551975792096832,0.703353410162374,-0.521143771240366,4,"","","LTMP","GBR","Sector6","Reef92","Site274","4","Slope",2021
"2205256","Site274 Slope 5 2021",45.6,3.6,25.2,0.8,18.8,0.732840874115112,1.47929095942577,0.219298245614035,-0.384043946795848,-0.172907147854557,11129.1053065469,18987.3243509992,350,38,48,17,1.14242970564937,0.472114285714286,0.452702040816326,0.958931342411056,-0.430108500781423,4,"","","LTMP","GBR","Sector6","Reef92","Site274","5","Slope",2021
"2205385","Site275 Slope 1 2021",35.1758793969849,4.52261306532663,35.1758793969849,6.03015075376884,15.0753768844221,0.739183673469388,1.51406373813962,0.271428571428571,0.0803296217268169,0.019843197195681,14626.3338562381,16586.5461538891,86,25,20,5,1.42358516108306,0.651703623580314,0.61736073553272,-1.26855432721007,-0.23457245474549,3.5,"","","LTMP","GBR","Sector6","Reef92","Site275","1","Slope",2021
"2205514","Site275 Slope 2 2021",33,3.5,44,2.5,11.5,0.778236914600551,1.63662280404774,0.318181818181818,-0.115959756858837,0.480537085730722,9676.70474705375,13314.0787891905,120,31,26,10,1.64980314455988,0.724444444444444,0.67625,-0.477476547178585,0.0241077277567768,3,"","","LTMP","GBR","Sector6","Reef92","Site275","2","Slope",2021
"2205643","Site275 Slope 3 2021",41.8269230769231,0.961538461538462,23.0769230769231,2.88461538461538,23.5576923076923,0.710265556876734,1.36840229180286,0.229885057471264,-0.515738184378709,-0.231087814789661,10426.3075014395,13765.6590635182,99,28,29,7,1.59462963369894,0.696663605754515,0.615447403326191,-0.90137361283071,-0.743684173238332,3,"","","LTMP","GBR","Sector6","Reef92","Site275","3","Slope",2021
"2205772","Site275 Slope 4 2021",31.3725490196078,2.45098039215686,38.7254901960784,5.3921568627451,14.7058823529412,0.7470703125,1.42330693746357,0.234375,-0.223257024674086,-0.878949499120409,10147.0193368567,12920.9074237722,98,26,15,7,1.50258311807923,0.657434402332362,0.627238650562266,-1.1604407615296,0.187106279939653,3.5,"","","LTMP","GBR","Sector6","Reef92","Site275","4","Slope",2021
"2205901","Site275 Slope 5 2021",34.8039215686274,1.96078431372549,33.3333333333333,4.90196078431372,18.1372549019608,0.71771473913906,1.45550219740077,0.450704225352113,0.481765515882211,0.285176747413234,12192.0021200524,14900.3871932128,130,24,17,11,1.49516387723115,0.643550295857988,0.602248520710059,-0.943254667149096,-0.274900864221265,3.5,"","","LTMP","GBR","Sector6","Reef92","Site275","5","Slope",2021
"2206030","Site276 Slope 1 2021",46.5,2,38,1,9.5,0.699040351485721,1.35110624889705,0.408602150537634,0.68168232061911,-0.202282039549513,10776.4946583783,17018.6000521256,263,27,24,7,0.94813610685967,0.402347872601888,0.393268660816262,-0.686562845994404,0.055278812699891,3.5,"","","LTMP","GBR","Sector6","Reef92","Site276","1","Slope",2021
"2206159","Site276 Slope 2 2021",40,4.5,29,0.5,22.5,0.6971875,1.32560106315594,0.4,0.87695371029656,-0.558970816542666,13852.0618165861,63341.5103722944,144,29,33,21,1.60356806509132,0.707947530864198,0.6640625,-0.242607705078846,0.106904445916232,3.5,"","","LTMP","GBR","Sector6","Reef92","Site276","2","Slope",2021
"2206288","Site276 Slope 3 2021",44.7236180904523,1.00502512562814,26.1306532663317,2.01005025125628,18.5929648241206,0.703699027900518,1.34035682598499,0.348314606741573,0.457089193474985,-0.568408567197938,12549.2541523139,18990.7793347914,188,35,24,23,1.43273033733674,0.586690810321412,0.557435491172476,0.411632766079984,0.289076458019276,3.5,"","","LTMP","GBR","Sector6","Reef92","Site276","3","Slope",2021
"2206417","Site276 Slope 4 2021",50,7.69230769230769,22.5961538461538,0.961538461538462,16.3461538461538,0.65883875739645,1.23707986366028,0.326923076923077,0.685571687625094,-0.671775409658602,8913.34040046833,13093.3448675505,84,30,25,14,2.01861360802264,0.846938775510204,0.712018140589569,-0.774577595064114,-0.36608116908199,3.5,"","","LTMP","GBR","Sector6","Reef92","Site276","4","Slope",2021
"2206546","Site276 Slope 5 2021",25.8706467661692,6.46766169154229,40.2985074626866,0.995024875621891,18.9054726368159,0.797337278106509,1.71000907902371,0.326923076923077,-0.136564318203931,0.776701757236604,89292.1269277551,347714.19186261,215,31,53,7,1.39738419892191,0.609497025419145,0.54104921579232,0.314408487521995,-0.976357793139888,3.5,"","","LTMP","GBR","Sector6","Reef92","Site276","5","Slope",2021
"2206675","Site274 Slope 1 2022",51.2562814070352,3.01507537688442,31.6582914572864,1.00502512562814,7.53768844221105,0.813725490196078,1.75656134749207,0.294117647058824,-0.171177495437596,1.03036677193569,9650.01897565333,29732.3415142592,467,36,30,14,1.08374572044961,0.495733393247711,0.48427935384178,0.124933101114941,1.00264151995384,4,"","","LTMP","GBR","Sector6","Reef92","Site274","1","Slope",2022
"2206804","Site274 Slope 2 2022",30,3,52.5,6,7,0.725,1.38050293318909,0.3,-0.00170721760780608,-0.732750527549429,14131.5550952468,29784.772613037,195,37,39,11,1.45233692943804,0.646048652202498,0.606600920447074,-0.337452870583996,0.160126279565583,4,"","","LTMP","GBR","Sector6","Reef92","Site274","2","Slope",2022
"2206933","Site274 Slope 3 2022",45.5,3,32.5,5.5,10,0.733969327375921,1.48257794066709,0.428571428571429,0.460977901565374,0.291336883227078,27815.1604509779,63964.9154498358,223,42,51,21,1.57526000688537,0.641315932353355,0.576766072110841,1.32321826535577,-0.20781079096246,4,"","","LTMP","GBR","Sector6","Reef92","Site274","3","Slope",2022
"2207062","Site274 Slope 4 2022",44.5,1.5,32.5,2,18,0.779194546143164,1.61259464289592,0.303370786516854,0.266921648202345,0.244967128360514,20614.9651940243,35307.060853874,218,46,58,26,1.73214727617974,0.715975086272199,0.63542631091659,1.69671909466684,-0.444883370298875,4,"","","LTMP","GBR","Sector6","Reef92","Site274","4","Slope",2022
"2207191","Site274 Slope 5 2022",42.5,4,43.5,1,6,0.738546712802768,1.41727788238837,0.341176470588235,0.0343938968258221,-0.575131956645641,22692.601025595,52804.1860015182,304,41,60,27,1.44208304494408,0.618832236842105,0.576480263157895,1.59534867584459,0.080538557716979,3.5,"","","LTMP","GBR","Sector6","Reef92","Site274","5","Slope",2022
"2207320","Site275 Slope 1 2022",41,1,41,5.5,4.5,0.779000594883998,1.55325468491242,0.24390243902439,-0.538666166436876,-0.0869232450585346,7466.28989387054,15717.0003344445,218,41,25,26,1.30860190482072,0.557907583536739,0.539811463681508,0.676548523288056,0.682589089592359,4,"","","LTMP","GBR","Sector6","Reef92","Site275","1","Slope",2022
"2207449","Site275 Slope 2 2022",40.2010050251256,2.01005025125628,44.7236180904523,0,10.0502512562814,0.73875,1.40063479874192,0.3125,0.0445493663961155,-0.779120773200174,9964.99723478756,17878.6255130384,266,39,33,32,1.28932048715499,0.531262366442422,0.508197184691051,1.20384526750574,0.0143668186047946,3.5,"","","LTMP","GBR","Sector6","Reef92","Site275","2","Slope",2022
"2207578","Site275 Slope 3 2022",38,0,51,0.5,6.5,0.736842105263158,1.46465487900387,0.223684210526316,-0.210549308679815,-0.282975603699093,12721.319176097,22281.6706713957,169,38,28,35,1.67729672331453,0.699205209901614,0.648366653828647,1.06335031933389,0.346363705528505,3,"","","LTMP","GBR","Sector6","Reef92","Site275","3","Slope",2022
"2207707","Site275 Slope 4 2022",42.4242424242424,0,46.4646464646465,2.52525252525253,5.55555555555556,0.733560090702948,1.44508021643248,0.30952380952381,0.195387517828855,-0.342658257075598,11884.4775048409,20464.2022539322,145,38,31,31,1.772930482759,0.74910820451843,0.680808561236623,0.585517337522812,-0.241749683466713,3,"","","LTMP","GBR","Sector6","Reef92","Site275","4","Slope",2022
"2207836","Site275 Slope 5 2022",31,0.5,53,0.5,6.5,0.77159209157128,1.63785871300437,0.435483870967742,0.275391823525712,1.04200214198725,12132.7819019334,22654.7690752351,249,42,39,39,1.51092556631961,0.644408961145788,0.598732278511637,1.10914849476785,0.00671738341305853,3,"","","LTMP","GBR","Sector6","Reef92","Site275","5","Slope",2022
"2207965","Site276 Slope 1 2022",46.5,3,39.5,1,7.5,0.744132269626546,1.46817673002193,0.43010752688172,0.853982699407477,-0.143936215049477,7733.99142993334,21659.9869064789,254,31,16,14,1.05721911846153,0.462241924483849,0.455483910967822,-0.360975693766274,1.09978408183928,4.5,"","","LTMP","GBR","Sector6","Reef92","Site276","1","Slope",2022
"2208094","Site276 Slope 2 2022",32.8282828282828,0.505050505050505,43.4343434343434,9.09090909090909,11.1111111111111,0.744615384615385,1.51652693463292,0.430769230769231,0.229506778909762,0.495418381656293,9032.0432933183,15195.1177255025,191,39,28,23,1.32060095834114,0.557002275156931,0.528220169403251,0.236415349266395,-0.0937411538624212,3.5,"","","LTMP","GBR","Sector6","Reef92","Site276","2","Slope",2022
"2208223","Site276 Slope 3 2022",43.9613526570048,0.966183574879227,45.8937198067633,0.483091787439614,3.86473429951691,0.744354546552349,1.51451460138594,0.384615384615385,0.320430466339374,0.204737375033767,7709.79441241294,48941.5557974015,289,37,10,17,0.768013737286244,0.299589324840459,0.29537481591456,-0.308444075006686,1.01611156770921,4,"","","LTMP","GBR","Sector6","Reef92","Site276","3","Slope",2022
"2208352","Site276 Slope 4 2022",33.3333333333333,13.2352941176471,43.1372549019608,0.980392156862745,5.3921568627451,0.772491349480969,1.60155764723353,0.5,0.838950098619385,1.31329761303473,6579.13160254539,15984.0520101242,205,44,26,18,1.46267943031636,0.635526472337894,0.608209399167162,-0.00330684665102225,0.122884779104674,3.5,"","","LTMP","GBR","Sector6","Reef92","Site276","4","Slope",2022
"2208481","Site276 Slope 5 2022",27.5,3,57,2.5,6.5,0.747107438016529,1.51935972224312,0.2,-0.696225440989385,0.0205505602976397,5731.19173885684,16104.6330959232,180,30,21,20,1.46019486835809,0.646358024691358,0.602283950617284,-0.360957737901752,0.256391910122708,3,"","","LTMP","GBR","Sector6","Reef92","Site276","5","Slope",2022
"2208610","Site274 Slope 1 2023",40.4040404040404,5.55555555555556,27.2727272727273,2.52525252525253,13.1313131313131,0.764375,1.58648628903751,0.0875,-1.01603948060561,0.553380225481659,9123.26378338669,23191.6663543214,425,40,21,24,0.967546449169487,0.41356401384083,0.407916955017301,0.734104888284578,1.18461770609579,4,"","","LTMP","GBR","Sector6","Reef92","Site274","1","Slope",2023
"2208739","Site274 Slope 2 2023",36.7647058823529,9.80392156862745,31.8627450980392,3.43137254901961,12.7450980392157,0.788444444444444,1.61352516272754,0.226666666666667,-0.502369885655605,0.524087587953686,8228.40240945374,37429.3341280208,441,43,26,29,0.876793051265743,0.352240064582144,0.345874404183442,0.62002116403841,0.673369573740348,3.5,"","","LTMP","GBR","Sector6","Reef92","Site274","2","Slope",2023
"2208868","Site274 Slope 3 2023",38.6934673366834,6.53266331658291,31.6582914572864,1.00502512562814,14.572864321608,0.712093101703491,1.35192245596678,0.350649350649351,-0.0425119783048683,-0.148125916452463,22824.5270732198,39640.4120679059,334,50,30,38,1.16696941972848,0.472847717738176,0.45554698985263,1.57799463657928,0.924569005380446,4,"","","LTMP","GBR","Sector6","Reef92","Site274","3","Slope",2023
"2208997","Site274 Slope 4 2023",38.265306122449,9.18367346938775,34.6938775510204,2.04081632653061,12.2448979591837,0.754133333333333,1.57249106169459,0.413333333333333,0.643485018808284,0.675132982442941,12152.3512492155,28370.5268818923,233,37,36,35,1.57198324053552,0.636924607194828,0.593048315496694,1.64070039142795,0.659892393624558,3.5,"","","LTMP","GBR","Sector6","Reef92","Site274","4","Slope",2023
"2209126","Site274 Slope 5 2023",46.2311557788945,5.0251256281407,31.1557788944724,1.00502512562814,11.0552763819095,0.74562854442344,1.52461432746971,0.445652173913044,0.741466601261914,0.633668208008924,18886.3532273773,39404.082148266,316,51,53,36,1.46641850091116,0.607374619452011,0.575688992148694,2.23409532772497,0.159928685330368,3.5,"","","LTMP","GBR","Sector6","Reef92","Site274","5","Slope",2023
"2209255","Site275 Slope 1 2023",34.6341463414634,2.92682926829268,42.9268292682927,4.87804878048781,8.29268292682927,0.795477087879389,1.59743326124407,0.309859154929577,0.122408423216572,0.203877879857288,12434.1578292422,14036.8217974395,215,50,28,30,1.59540324061763,0.689929691725257,0.645797728501893,0.687070892026464,0.180881999533104,4,"","","LTMP","GBR","Sector6","Reef92","Site275","1","Slope",2023
"2209384","Site275 Slope 2 2023",32.6732673267327,6.43564356435644,34.6534653465347,0.99009900990099,14.3564356435644,0.697887970615243,1.35462237462196,0.303030303030303,-0.174036647756197,-0.193247977314133,8980.55915442819,11560.642391801,275,44,26,45,1.53513595946847,0.655523966942149,0.624317355371901,1.50055761874745,1.00910188793548,4,"","","LTMP","GBR","Sector6","Reef92","Site275","2","Slope",2023
"2209513","Site275 Slope 3 2023",41,7,34,2.5,9.5,0.726650803093397,1.39364566147545,0.195121951219512,-0.0761153056125472,-0.840820395347049,5023.32165809894,8936.25072440132,325,42,34,26,1.14883145148224,0.469831952662722,0.453112426035503,0.721635234527708,0.113012747107728,4,"","","LTMP","GBR","Sector6","Reef92","Site275","3","Slope",2023
"2209642","Site275 Slope 4 2023",37.9310344827586,3.44827586206897,41.3793103448276,0.492610837438424,9.85221674876847,0.772305616461461,1.61959187365762,0.233766233766234,-0.752397887075361,0.708891741884499,5791.4180421666,14312.4444620678,224,39,24,19,1.25757160721087,0.528419961734694,0.505341198979592,0.0270181661170412,-0.0409752773173001,3.5,"","","LTMP","GBR","Sector6","Reef92","Site275","4","Slope",2023
"2209771","Site275 Slope 5 2023",34.5,3,33,1,10.5,0.75992438563327,1.6023173096624,0.376811594202899,-0.399697218436202,0.901583739834977,14692.8837531289,25913.0009200102,343,55,52,38,1.46208311166069,0.620081768650817,0.577786466523302,2.12789506906471,0.106123849992358,3.5,"","","LTMP","GBR","Sector6","Reef92","Site275","5","Slope",2023
"2209900","Site276 Slope 1 2023",38.7254901960784,4.41176470588235,32.843137254902,0.980392156862745,15.1960784313725,0.766223361640763,1.52848693896389,0.531645569620253,1.39786440430276,0.341769424846987,3732.972368693,15759.8283051394,521,43,21,22,0.876909392324158,0.38714858845937,0.383715061468238,0.669829235982034,1.27843632856246,4,"","","LTMP","GBR","Sector6","Reef92","Site276","1","Slope",2023
"2210029","Site276 Slope 2 2023",34.6733668341708,8.5427135678392,35.1758793969849,0.50251256281407,16.0804020100502,0.711195127074144,1.46002166756772,0.318840579710145,-0.312811716143551,0.483178440218894,7415.77084845528,16314.8967449995,312,39,28,18,1.06584637056748,0.443334976988823,0.423980933596318,0.444507709133219,0.263196691518052,4,"","","LTMP","GBR","Sector6","Reef92","Site276","2","Slope",2023
"2210158","Site276 Slope 3 2023",34.9514563106796,5.33980582524272,41.2621359223301,1.94174757281553,11.1650485436893,0.765046296296296,1.53353053797007,0.263888888888889,0.156288710656813,-0.334922249654999,21010.6538448494,32851.7867578753,467,40,17,38,0.968143863132614,0.390537807959136,0.382027520874505,1.27610618209717,1.56753672687587,NA,"","","LTMP","GBR","Sector6","Reef92","Site276","3","Slope",2023
"2210287","Site276 Slope 4 2023",31.8627450980392,6.86274509803922,45.5882352941176,0.980392156862745,6.86274509803922,0.791952662721893,1.63815204974719,0.323076923076923,0.570403442747754,0.0299913542245825,3008.69580785623,17673.0549287867,511,46,10,22,0.807992016494243,0.34844382489344,0.345196288310783,-0.0252000260057101,1.48142183294554,4,"","","LTMP","GBR","Sector6","Reef92","Site276","4","Slope",2023
"2210416","Site276 Slope 5 2023",22.5,10,46.5,4.5,8,0.692345679012346,1.33786067783643,0.177777777777778,-0.268983969702773,-0.923622717213252,3066.43106603235,5528.80019750089,266,40,17,30,1.43765102797968,0.637712702809656,0.613121148736503,0.200077112998272,0.593955893922566,4,"","","LTMP","GBR","Sector6","Reef92","Site276","5","Slope",2023
"2210545","Site274 Slope 1 2024",34.7826086956522,3.86473429951691,46.8599033816425,1.44927536231884,6.76328502415459,0.701003086419753,1.49862541972402,0.138888888888889,-0.896984703938689,0.357850334806336,9693.91317044598,15665.5897737787,352,40,22,22,1.2047013358685,0.553719008264463,0.544808884297521,0.430260507376636,1.02807082413831,3.5,"","","LTMP","GBR","Sector6","Reef92","Site274","1","Slope",2024
"2210674","Site274 Slope 2 2024",37.5,3.84615384615385,45.6730769230769,4.32692307692308,5.28846153846154,0.728796844181459,1.38531941265328,0.243589743589744,0.357208851071113,-1.01405074384246,17538.2329864781,23729.2520613473,306,46,48,36,1.40001982060726,0.606155752061173,0.575526506899056,1.30256823495857,0.665651134918678,3.5,"","","LTMP","GBR","Sector6","Reef92","Site274","2","Slope",2024
"2210803","Site274 Slope 3 2024",37.8504672897196,11.214953271028,34.5794392523364,1.86915887850467,8.41121495327103,0.729461972260326,1.3857310545039,0.209876543209877,0.305593583258689,-1.11246679680626,15666.655918062,25780.0699910677,482,46,89,33,1.16678215230632,0.482558840240354,0.448606256779325,2.696746722096,-1.0239244384692,3.5,"","","LTMP","GBR","Sector6","Reef92","Site274","3","Slope",2024
"2210932","Site274 Slope 4 2024",45,7.5,34.5,1.5,8.5,0.740123456790123,1.44382569148973,0.311111111111111,0.365007770637689,-0.325591967370931,20757.56211149,29190.0096618652,290,47,71,35,1.58316331346906,0.673269916765755,0.622972651605232,2.41181020127286,-0.21038118029379,3,"","","LTMP","GBR","Sector6","Reef92","Site274","4","Slope",2024
"2211061","Site274 Slope 5 2024",45.959595959596,8.58585858585859,30.3030303030303,0,11.6161616161616,0.741697862576983,1.50674628093919,0.197802197802198,-0.509888780620696,-0.0393891766916785,40853.8882661964,98717.4072868818,408,57,98,39,1.47508714068117,0.62916906958862,0.580293637062668,3.41924375223065,-0.49740982703943,3.5,"","","LTMP","GBR","Sector6","Reef92","Site274","5","Slope",2024
"2211190","Site275 Slope 1 2024",35.4679802955665,2.46305418719212,43.8423645320197,0,6.40394088669951,0.771219135802469,1.60244000204219,0.152777777777778,-0.665390815205059,0.324158752432378,8064.04517404352,37349.2839641496,493,48,16,36,0.797004936117302,0.326913503038482,0.32307888532765,1.18554642653837,1.55950262321338,3.5,"","","LTMP","GBR","Sector6","Reef92","Site275","1","Slope",2024
"2211319","Site275 Slope 2 2024",36.6834170854271,6.53266331658291,41.2060301507538,0.50251256281407,12.0603015075377,0.7412272471383,1.43014565966385,0.232876712328767,-0.0360613502009812,-0.841752229604713,15445.076043669,69786.1987477645,464,40,23,19,0.761052883170177,0.292899078478002,0.287734096313912,0.632905729107262,0.589005386011803,3,"","","LTMP","GBR","Sector6","Reef92","Site275","2","Slope",2024
"2211448","Site275 Slope 3 2024",38.7096774193548,2.76497695852535,34.1013824884793,5.99078341013825,11.9815668202765,0.738520408163265,1.4237227340558,0.214285714285714,-0.588067149403689,-0.463241166419808,10497.074347672,62167.0513361332,462,42,21,26,0.71217374024124,0.282294184891588,0.279277000056221,0.792743393369293,1.03429583842352,3.5,"","","LTMP","GBR","Sector6","Reef92","Site275","3","Slope",2024
"2211577","Site275 Slope 4 2024",37.5,4,45,4,6,0.772266666666667,1.65871479172185,0.4,-0.10765305513042,1.65626610475327,13872.2455860579,39742.3707658604,374,50,30,36,1.07451868389844,0.436858360261946,0.424647544968401,1.35848231166574,0.557039830042919,3,"","","LTMP","GBR","Sector6","Reef92","Site275","4","Slope",2024
"2211706","Site275 Slope 5 2024",38.5,2.5,46,1.5,5,0.674650025299376,1.23008278834288,0.337662337662338,0.364252096722485,-1.01648396345277,12103.9772651061,24370.0822322932,239,43,28,43,1.47241144395757,0.616918471315278,0.578088618896728,1.44480803371403,0.264065967776718,3,"","","LTMP","GBR","Sector6","Reef92","Site275","5","Slope",2024
"2211835","Site276 Slope 1 2024",40,10.2439024390244,33.1707317073171,1.46341463414634,10.2439024390244,0.816775728732897,1.72709368626266,0.268292682926829,-0.218778440855461,0.789980021335065,15169.5661160396,46607.2942399494,1200,39,46,12,0.62090010799576,0.2656375,0.264056944444444,1.98370707212809,1.46999349766403,3.5,"","","LTMP","GBR","Sector6","Reef92","Site276","1","Slope",2024
"2211964","Site276 Slope 2 2024",36.5,8.5,41.5,0.5,8,0.732032276224432,1.42101638022258,0.342465753424658,0.461746847051537,-0.246579271841427,12299.4334689464,26583.6470206633,701,45,26,25,0.653902269465913,0.255978315062444,0.253353167779471,0.922039906802032,1.20110613772844,3.5,"","","LTMP","GBR","Sector6","Reef92","Site276","2","Slope",2024
"2212093","Site276 Slope 3 2024",33.3333333333333,15.6565656565657,35.3535353535353,1.01010101010101,12.6262626262626,0.741505968778696,1.43360102162397,0.227272727272727,0.141162243323,-0.797546099385858,38655.6855115844,123003.614768184,1231,46,59,55,0.670992503704436,0.253845783282004,0.250560757469672,3.69823754901415,2.13596262090009,3.5,"","","LTMP","GBR","Sector6","Reef92","Site276","3","Slope",2024
"2212222","Site276 Slope 4 2024",38,17,32.5,0.5,8,0.743421052631579,1.45370181897738,0.394736842105263,0.711244782821814,-0.34726051448183,20920.3397685578,29229.8535421141,545,50,31,34,1.00175340670972,0.429088460567292,0.422307886541537,1.77899019860539,1.32793561421716,3.5,"","","LTMP","GBR","Sector6","Reef92","Site276","4","Slope",2024
"2212351","Site276 Slope 5 2024",38.5,9.5,34,0.5,11,0.76707707876539,1.57213412126606,0.207792207792208,-0.430031632310103,0.164349647332826,9437.39971917206,13889.2262739899,488,47,34,33,1.18162471695423,0.519777949475947,0.507440876108573,1.03104393055275,1.05286750610274,3,"","","LTMP","GBR","Sector6","Reef92","Site276","5","Slope",2024
"2212480","Site118 Slope 1 2023",28.5,2,56,0,2.5,0.497999384425977,0.896530624241696,0.929824561403509,2.54500346907088,2.35869680109047,12988.1004401512,27194.7049189808,279,43,81,29,1.7594117578761,0.753253426857312,0.62088102670829,2.21900067577469,-1.22737914571689,3.5,"","","LTMP","GBR","Sector6","Reef40","Site118","1","Slope",2023
"2212609","Site118 Slope 2 2023",32.1608040201005,0.50251256281407,62.3115577889447,0,3.01507537688442,0.53466796875,0.947352321425591,0.875,3.11278411561053,1.45270855545049,10920.5310911147,21406.9176420426,340,32,61,25,1.30533611346619,0.564948096885813,0.502093425605536,1.49708926822631,-1.58918642870527,3.5,"","","LTMP","GBR","Sector6","Reef40","Site118","2","Slope",2023
"2212738","Site118 Slope 3 2023",27.5,0.5,60.5,0,10.5,0.421818181818182,0.757144961175501,0.945454545454545,3.03626446170343,1.66267971653178,9509.18804540267,15071.1257554165,400,41,39,31,1.08235748635939,0.453325,0.4259125,1.10705350679067,-0.732206707548841,3,"","","LTMP","GBR","Sector6","Reef40","Site118","3","Slope",2023
"2212867","Site118 Slope 4 2023",15.5,1,68.5,0,15,0.337148803329865,0.70396208496693,0.870967741935484,2.62889846810302,0.834763323448574,20589.0129189689,44467.0935886333,311,38,118,25,1.61592653274752,0.743768157897458,0.562421811188883,1.79680442255977,-2.62372590817211,3.5,"","","LTMP","GBR","Sector6","Reef40","Site118","4","Slope",2023
"2212996","Site118 Slope 5 2023",23.5,0.5,63.5,2,2,0.733363512901765,1.42708775121014,0.468085106382979,1.99047849702023,0.266011233390349,11488.9341354133,20702.3775618981,172,39,63,38,2.00087383279972,0.846538669551109,0.650824770146025,1.28408543209656,-1.00472618621911,3.5,"","","LTMP","GBR","Sector6","Reef40","Site118","5","Slope",2023
"2213125","Site119 Slope 1 2023",28,3,61.5,0.5,6,0.766900510204082,1.49658550421713,0.375,1.0612674628669,-0.157680740543544,9787.38488797628,12356.4707697767,81,32,22,21,1.96701539500861,0.846212467611645,0.634354519128182,-1.00392343479862,0.0214565784414656,3.5,"","","LTMP","GBR","Sector6","Reef40","Site119","1","Slope",2023
"2213254","Site119 Slope 2 2023",25,1,64,2.5,7,0.7096,1.31255895630108,0.16,-0.177083723849534,-1.42641862736403,11193.4535373592,16375.807477365,108,43,37,27,2.10565195779567,0.869341563786008,0.64900548696845,0.42927057079199,-0.688461923211254,3.5,"","","LTMP","GBR","Sector6","Reef40","Site119","2","Slope",2023
"2213383","Site119 Slope 3 2023",40,0.5,40,1,16,0.69921875,1.36362071792,0.225,0.358995640677216,-0.675195503450482,11557.8998354378,17161.2575492651,129,39,37,34,1.98125640880504,0.819421909741001,0.694910161648939,0.971751143182414,-0.782358205982292,3.5,"","","LTMP","GBR","Sector6","Reef40","Site119","3","Slope",2023
"2213512","Site119 Slope 4 2023",39,2,45,1.5,8,0.692307692307692,1.33363569861997,0.461538461538462,1.03897167734456,-0.334679927115993,8973.06562578207,12690.9322392081,131,46,41,33,2.04341266142049,0.839578113163569,0.697511800011654,1.08348279650242,-0.747040760017686,4,"","","LTMP","GBR","Sector6","Reef40","Site119","4","Slope",2023
